12/06/2019 10:43 AM 	 InsiderTrading.Common 	 Common 	 getSystemConnectionString 	  	 GetSystemConnectionString method called  	 
12/06/2019 11:32 AM 	 http://localhost:52194/8237e31ccccd47f7871fad37879eb46e/arterySignalR/ping?requestUrl=http:%2F%2Flocalhost:52194%2FReports_OS%2FIndex%3Facid%3D326&browserName=Chrome&_=1575612147666 	 InsiderTrading 	 MvcApplication 	 Application_AcquireRequestState 	  	 Cookie name __RequestVerificationToken 	 
12/06/2019 11:32 AM 	 http://localhost:52194/8237e31ccccd47f7871fad37879eb46e/arterySignalR/ping?requestUrl=http:%2F%2Flocalhost:52194%2FReports_OS%2FIndex%3Facid%3D326&browserName=Chrome&_=1575612147666 	 InsiderTrading 	 MvcApplication 	 Application_Error 	  	 Start method 	 
12/06/2019 11:32 AM 	 http://localhost:52194/8237e31ccccd47f7871fad37879eb46e/arterySignalR/ping?requestUrl=http:%2F%2Flocalhost:52194%2FReports_OS%2FIndex%3Facid%3D326&browserName=Chrome&_=1575612147666 	 InsiderTrading 	 MvcApplication 	 Application_Error 	  	 server exception  	 Exception Message - The controller for path '/8237e31ccccd47f7871fad37879eb46e/arterySignalR/ping' was not found or does not implement IController. 	 Exception Trace - System.Web.HttpException (0x80004005): The controller for path '/8237e31ccccd47f7871fad37879eb46e/arterySignalR/ping' was not found or does not implement IController.
   at System.Web.Mvc.DefaultControllerFactory.GetControllerInstance(RequestContext requestContext, Type controllerType)
   at System.Web.Mvc.DefaultControllerFactory.CreateController(RequestContext requestContext, String controllerName)
   at System.Web.Mvc.MvcHandler.ProcessRequestInit(HttpContextBase httpContext, IController& controller, IControllerFactory& factory)
   at System.Web.Mvc.MvcHandler.BeginProcessRequest(HttpContextBase httpContext, AsyncCallback callback, Object state)
   at System.Web.Mvc.MvcHandler.BeginProcessRequest(HttpContext httpContext, AsyncCallback callback, Object state)
   at System.Web.Mvc.MvcHandler.System.Web.IHttpAsyncHandler.BeginProcessRequest(HttpContext context, AsyncCallback cb, Object extraData)
   at System.Web.HttpApplication.CallHandlerExecutionStep.System.Web.HttpApplication.IExecutionStep.Execute()
   at System.Web.HttpApplication.ExecuteStep(IExecutionStep step, Boolean& completedSynchronously) 	 
12/06/2019 11:32 AM 	 http://localhost:52194/8237e31ccccd47f7871fad37879eb46e/arterySignalR/ping?requestUrl=http:%2F%2Flocalhost:52194%2FReports_OS%2FIndex%3Facid%3D326&browserName=Chrome&_=1575612147666 	 InsiderTrading 	 MvcApplication 	 Application_Error 	  	 exception status code return as 404 	 
12/06/2019 11:32 AM 	 http://localhost:52194/8237e31ccccd47f7871fad37879eb46e/arterySignalR/ping?requestUrl=http:%2F%2Flocalhost:52194%2FReports_OS%2FIndex%3Facid%3D326&browserName=Chrome&_=1575612147666 	 InsiderTrading 	 MvcApplication 	 Application_Error 	  	 End method 	 
12/06/2019 11:32 AM 	 http://localhost:52194/8237e31ccccd47f7871fad37879eb46e/arterySignalR/ping?requestUrl=http:%2F%2Flocalhost:52194%2FReports_OS%2FIndex%3Facid%3D326&browserName=Chrome&_=1575612147666 	 InsiderTrading 	 MvcApplication 	 Application_EndRequest 	  	 Start Method 	 
12/06/2019 11:32 AM 	 http://localhost:52194/8237e31ccccd47f7871fad37879eb46e/arterySignalR/ping?requestUrl=http:%2F%2Flocalhost:52194%2FReports_OS%2FIndex%3Facid%3D326&browserName=Chrome&_=1575612147666 	 InsiderTrading 	 MvcApplication 	 Application_EndRequest 	  	 Application path set for cookies  	 
12/06/2019 11:32 AM 	 http://localhost:52194/8237e31ccccd47f7871fad37879eb46e/arterySignalR/ping?requestUrl=http:%2F%2Flocalhost:52194%2FReports_OS%2FIndex%3Facid%3D326&browserName=Chrome&_=1575612147666 	 InsiderTrading 	 MvcApplication 	 Application_EndRequest 	  	 End Method 	 
12/06/2019 11:37 AM 	 http://localhost:52194/8237e31ccccd47f7871fad37879eb46e/arterySignalR/ping?requestUrl=http:%2F%2Flocalhost:52194%2FReports_OS%2FIndex%3Facid%3D326&browserName=Chrome&_=1575612447663 	 InsiderTrading 	 MvcApplication 	 Application_BeginRequest 	  	 Start Method 	 
12/06/2019 11:37 AM 	 http://localhost:52194/8237e31ccccd47f7871fad37879eb46e/arterySignalR/ping?requestUrl=http:%2F%2Flocalhost:52194%2FReports_OS%2FIndex%3Facid%3D326&browserName=Chrome&_=1575612447663 	 InsiderTrading 	 MvcApplication 	 Application_BeginRequest 	  	 End Method 	 
12/06/2019 11:37 AM 	 http://localhost:52194/8237e31ccccd47f7871fad37879eb46e/arterySignalR/ping?requestUrl=http:%2F%2Flocalhost:52194%2FReports_OS%2FIndex%3Facid%3D326&browserName=Chrome&_=1575612447663 	 InsiderTrading 	 MvcApplication 	 Application_AcquireRequestState 	  	 Start Method 	 
12/06/2019 11:37 AM 	 http://localhost:52194/8237e31ccccd47f7871fad37879eb46e/arterySignalR/ping?requestUrl=http:%2F%2Flocalhost:52194%2FReports_OS%2FIndex%3Facid%3D326&browserName=Chrome&_=1575612447663 	 InsiderTrading 	 MvcApplication 	 Application_AcquireRequestState 	  	 Valid user is login - session and cookies validation done next 	 
12/06/2019 11:37 AM 	 http://localhost:52194/8237e31ccccd47f7871fad37879eb46e/arterySignalR/ping?requestUrl=http:%2F%2Flocalhost:52194%2FReports_OS%2FIndex%3Facid%3D326&browserName=Chrome&_=1575612447663 	  	  	  	  	 HttpContext.Current.Session started 	 
12/06/2019 11:37 AM 	 http://localhost:52194/8237e31ccccd47f7871fad37879eb46e/arterySignalR/ping?requestUrl=http:%2F%2Flocalhost:52194%2FReports_OS%2FIndex%3Facid%3D326&browserName=Chrome&_=1575612447663 	  	  	  	  	 HttpContext.Current != null - True 	 
12/06/2019 11:37 AM 	 http://localhost:52194/8237e31ccccd47f7871fad37879eb46e/arterySignalR/ping?requestUrl=http:%2F%2Flocalhost:52194%2FReports_OS%2FIndex%3Facid%3D326&browserName=Chrome&_=1575612447663 	  	  	  	  	 HttpContext.Current.Session != null - True 	 
12/06/2019 11:37 AM 	 http://localhost:52194/8237e31ccccd47f7871fad37879eb46e/arterySignalR/ping?requestUrl=http:%2F%2Flocalhost:52194%2FReports_OS%2FIndex%3Facid%3D326&browserName=Chrome&_=1575612447663 	  	  	  	  	 HttpContext.Current.Session.Count 11 	 
12/06/2019 11:37 AM 	 http://localhost:52194/8237e31ccccd47f7871fad37879eb46e/arterySignalR/ping?requestUrl=http:%2F%2Flocalhost:52194%2FReports_OS%2FIndex%3Facid%3D326&browserName=Chrome&_=1575612447663 	 InsiderTrading 	 MvcApplication 	 Application_AcquireRequestState 	  	 _encryptedString:YWRtaW5eNjM3MTEyMjgxMzg2OTM2NTQyXkNocm9tZTc4LjBNb3ppbGxhLzUuMCAoV2luZG93cyBOVCAxMC4wOyBXaW42NDsgeDY0KSBBcHBsZVdlYktpdC81MzcuMzYgKEtIVE1MLCBsaWtlIEdlY2tvKSBDaHJvbWUvNzguMC4zOTA0LjEwOCBTYWZhcmkvNTM3LjM2fldpbk5Ufjc4fjB+OjoxXjRkMTc2YmZjLTE5ZGMtNDMyOS1hODdjLTE1NmMyZDE1NGVmOA== 	 
12/06/2019 11:37 AM 	 http://localhost:52194/8237e31ccccd47f7871fad37879eb46e/arterySignalR/ping?requestUrl=http:%2F%2Flocalhost:52194%2FReports_OS%2FIndex%3Facid%3D326&browserName=Chrome&_=1575612447663 	 InsiderTrading 	 MvcApplication 	 Application_AcquireRequestState 	  	 _session_Value:admin 	 
12/06/2019 11:37 AM 	 http://localhost:52194/8237e31ccccd47f7871fad37879eb46e/arterySignalR/ping?requestUrl=http:%2F%2Flocalhost:52194%2FReports_OS%2FIndex%3Facid%3D326&browserName=Chrome&_=1575612447663 	 InsiderTrading 	 MvcApplication 	 Application_AcquireRequestState 	  	 _sessionIPAddress:::1 	 
12/06/2019 11:37 AM 	 http://localhost:52194/8237e31ccccd47f7871fad37879eb46e/arterySignalR/ping?requestUrl=http:%2F%2Flocalhost:52194%2FReports_OS%2FIndex%3Facid%3D326&browserName=Chrome&_=1575612447663 	 InsiderTrading 	 MvcApplication 	 Application_AcquireRequestState 	  	 _sessionBrowserPlatform:WinNT 	 
12/06/2019 11:37 AM 	 http://localhost:52194/8237e31ccccd47f7871fad37879eb46e/arterySignalR/ping?requestUrl=http:%2F%2Flocalhost:52194%2FReports_OS%2FIndex%3Facid%3D326&browserName=Chrome&_=1575612447663 	 InsiderTrading 	 MvcApplication 	 Application_AcquireRequestState 	  	 _sessionBrowserMajorVersion:78 	 
12/06/2019 11:37 AM 	 http://localhost:52194/8237e31ccccd47f7871fad37879eb46e/arterySignalR/ping?requestUrl=http:%2F%2Flocalhost:52194%2FReports_OS%2FIndex%3Facid%3D326&browserName=Chrome&_=1575612447663 	 InsiderTrading 	 MvcApplication 	 Application_AcquireRequestState 	  	 _sessionBrowserMinorVersion:0 	 
12/06/2019 11:37 AM 	 http://localhost:52194/8237e31ccccd47f7871fad37879eb46e/arterySignalR/ping?requestUrl=http:%2F%2Flocalhost:52194%2FReports_OS%2FIndex%3Facid%3D326&browserName=Chrome&_=1575612447663 	 InsiderTrading 	 MvcApplication 	 Application_AcquireRequestState 	  	 _sessionBrowserInfo:Chrome78.0Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36 	 
12/06/2019 11:37 AM 	 http://localhost:52194/8237e31ccccd47f7871fad37879eb46e/arterySignalR/ping?requestUrl=http:%2F%2Flocalhost:52194%2FReports_OS%2FIndex%3Facid%3D326&browserName=Chrome&_=1575612447663 	 InsiderTrading 	 MvcApplication 	 Application_AcquireRequestState 	  	 Session details:  Session: Value=admin IP Address= ::1 Browser Platform+=WinNT Browser Major Version78 Browser Minor Version0 BrowserInfoBrowserInfo Chrome78.0Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36 Compare: Value=admin IP Address= ::1 Browser Platform+=WinNT Browser Major Version78 Browser Minor Version0 BrowserInfoBrowserInfo Chrome78.0Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36 	 
12/06/2019 11:37 AM 	 http://localhost:52194/8237e31ccccd47f7871fad37879eb46e/arterySignalR/ping?requestUrl=http:%2F%2Flocalhost:52194%2FReports_OS%2FIndex%3Facid%3D326&browserName=Chrome&_=1575612447663 	 InsiderTrading 	 MvcApplication 	 Application_AcquireRequestState 	  	 Cookies Details:  Cookies: Value=admin IP Address= ::1 Browser Platform+=WinNT Browser Major Version78 Browser Minor Version0 BrowserInfoBrowserInfo Chrome78.0Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36 Compare: Value=admin IP Address= ::1 Browser Platform+=WinNT Browser Major Version78 Browser Minor Version0 BrowserInfoBrowserInfo Chrome78.0Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36 	 
12/06/2019 11:37 AM 	 http://localhost:52194/8237e31ccccd47f7871fad37879eb46e/arterySignalR/ping?requestUrl=http:%2F%2Flocalhost:52194%2FReports_OS%2FIndex%3Facid%3D326&browserName=Chrome&_=1575612447663 	 InsiderTrading 	 MvcApplication 	 Application_AcquireRequestState 	  	 Cookie name __RequestVerificationToken 	 
12/06/2019 11:37 AM 	 http://localhost:52194/8237e31ccccd47f7871fad37879eb46e/arterySignalR/ping?requestUrl=http:%2F%2Flocalhost:52194%2FReports_OS%2FIndex%3Facid%3D326&browserName=Chrome&_=1575612447663 	 InsiderTrading 	 MvcApplication 	 Application_Error 	  	 Start method 	 
12/06/2019 11:37 AM 	 http://localhost:52194/8237e31ccccd47f7871fad37879eb46e/arterySignalR/ping?requestUrl=http:%2F%2Flocalhost:52194%2FReports_OS%2FIndex%3Facid%3D326&browserName=Chrome&_=1575612447663 	 InsiderTrading 	 MvcApplication 	 Application_Error 	  	 server exception  	 Exception Message - The controller for path '/8237e31ccccd47f7871fad37879eb46e/arterySignalR/ping' was not found or does not implement IController. 	 Exception Trace - System.Web.HttpException (0x80004005): The controller for path '/8237e31ccccd47f7871fad37879eb46e/arterySignalR/ping' was not found or does not implement IController.
   at System.Web.Mvc.DefaultControllerFactory.GetControllerInstance(RequestContext requestContext, Type controllerType)
   at System.Web.Mvc.DefaultControllerFactory.CreateController(RequestContext requestContext, String controllerName)
   at System.Web.Mvc.MvcHandler.ProcessRequestInit(HttpContextBase httpContext, IController& controller, IControllerFactory& factory)
   at System.Web.Mvc.MvcHandler.BeginProcessRequest(HttpContextBase httpContext, AsyncCallback callback, Object state)
   at System.Web.Mvc.MvcHandler.BeginProcessRequest(HttpContext httpContext, AsyncCallback callback, Object state)
   at System.Web.Mvc.MvcHandler.System.Web.IHttpAsyncHandler.BeginProcessRequest(HttpContext context, AsyncCallback cb, Object extraData)
   at System.Web.HttpApplication.CallHandlerExecutionStep.System.Web.HttpApplication.IExecutionStep.Execute()
   at System.Web.HttpApplication.ExecuteStep(IExecutionStep step, Boolean& completedSynchronously) 	 
12/06/2019 11:37 AM 	 http://localhost:52194/8237e31ccccd47f7871fad37879eb46e/arterySignalR/ping?requestUrl=http:%2F%2Flocalhost:52194%2FReports_OS%2FIndex%3Facid%3D326&browserName=Chrome&_=1575612447663 	 InsiderTrading 	 MvcApplication 	 Application_Error 	  	 exception status code return as 404 	 
12/06/2019 11:37 AM 	 http://localhost:52194/8237e31ccccd47f7871fad37879eb46e/arterySignalR/ping?requestUrl=http:%2F%2Flocalhost:52194%2FReports_OS%2FIndex%3Facid%3D326&browserName=Chrome&_=1575612447663 	 InsiderTrading 	 MvcApplication 	 Application_Error 	  	 End method 	 
12/06/2019 11:37 AM 	 http://localhost:52194/8237e31ccccd47f7871fad37879eb46e/arterySignalR/ping?requestUrl=http:%2F%2Flocalhost:52194%2FReports_OS%2FIndex%3Facid%3D326&browserName=Chrome&_=1575612447663 	 InsiderTrading 	 MvcApplication 	 Application_EndRequest 	  	 Start Method 	 
12/06/2019 11:37 AM 	 http://localhost:52194/8237e31ccccd47f7871fad37879eb46e/arterySignalR/ping?requestUrl=http:%2F%2Flocalhost:52194%2FReports_OS%2FIndex%3Facid%3D326&browserName=Chrome&_=1575612447663 	 InsiderTrading 	 MvcApplication 	 Application_EndRequest 	  	 Application path set for cookies  	 
12/06/2019 11:37 AM 	 http://localhost:52194/8237e31ccccd47f7871fad37879eb46e/arterySignalR/ping?requestUrl=http:%2F%2Flocalhost:52194%2FReports_OS%2FIndex%3Facid%3D326&browserName=Chrome&_=1575612447663 	 InsiderTrading 	 MvcApplication 	 Application_EndRequest 	  	 End Method 	 
12/06/2019 11:40 AM 	 http://localhost:52194/Account/LogOut 	 InsiderTrading 	 MvcApplication 	 Application_BeginRequest 	  	 Start Method 	 
12/06/2019 11:40 AM 	 http://localhost:52194/Account/LogOut 	 InsiderTrading 	 MvcApplication 	 Application_BeginRequest 	  	 End Method 	 
12/06/2019 11:40 AM 	 http://localhost:52194/Account/LogOut 	 InsiderTrading 	 MvcApplication 	 Application_AcquireRequestState 	  	 Start Method 	 
12/06/2019 11:40 AM 	 http://localhost:52194/Account/LogOut 	 InsiderTrading 	 MvcApplication 	 Application_AcquireRequestState 	  	 Valid user is login - session and cookies validation done next 	 
12/06/2019 11:40 AM 	 http://localhost:52194/Account/LogOut 	  	  	  	  	 HttpContext.Current.Session started 	 
12/06/2019 11:40 AM 	 http://localhost:52194/Account/LogOut 	  	  	  	  	 HttpContext.Current != null - True 	 
12/06/2019 11:40 AM 	 http://localhost:52194/Account/LogOut 	  	  	  	  	 HttpContext.Current.Session != null - True 	 
12/06/2019 11:40 AM 	 http://localhost:52194/Account/LogOut 	  	  	  	  	 HttpContext.Current.Session.Count 11 	 
12/06/2019 11:40 AM 	 http://localhost:52194/Account/LogOut 	 InsiderTrading 	 MvcApplication 	 Application_AcquireRequestState 	  	 _encryptedString:YWRtaW5eNjM3MTEyMjgxMzg2OTM2NTQyXkNocm9tZTc4LjBNb3ppbGxhLzUuMCAoV2luZG93cyBOVCAxMC4wOyBXaW42NDsgeDY0KSBBcHBsZVdlYktpdC81MzcuMzYgKEtIVE1MLCBsaWtlIEdlY2tvKSBDaHJvbWUvNzguMC4zOTA0LjEwOCBTYWZhcmkvNTM3LjM2fldpbk5Ufjc4fjB+OjoxXjRkMTc2YmZjLTE5ZGMtNDMyOS1hODdjLTE1NmMyZDE1NGVmOA== 	 
12/06/2019 11:40 AM 	 http://localhost:52194/Account/LogOut 	 InsiderTrading 	 MvcApplication 	 Application_AcquireRequestState 	  	 _session_Value:admin 	 
12/06/2019 11:40 AM 	 http://localhost:52194/Account/LogOut 	 InsiderTrading 	 MvcApplication 	 Application_AcquireRequestState 	  	 _sessionIPAddress:::1 	 
12/06/2019 11:40 AM 	 http://localhost:52194/Account/LogOut 	 InsiderTrading 	 MvcApplication 	 Application_AcquireRequestState 	  	 _sessionBrowserPlatform:WinNT 	 
12/06/2019 11:40 AM 	 http://localhost:52194/Account/LogOut 	 InsiderTrading 	 MvcApplication 	 Application_AcquireRequestState 	  	 _sessionBrowserMajorVersion:78 	 
12/06/2019 11:40 AM 	 http://localhost:52194/Account/LogOut 	 InsiderTrading 	 MvcApplication 	 Application_AcquireRequestState 	  	 _sessionBrowserMinorVersion:0 	 
12/06/2019 11:40 AM 	 http://localhost:52194/Account/LogOut 	 InsiderTrading 	 MvcApplication 	 Application_AcquireRequestState 	  	 _sessionBrowserInfo:Chrome78.0Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36 	 
12/06/2019 11:40 AM 	 http://localhost:52194/Account/LogOut 	 InsiderTrading 	 MvcApplication 	 Application_AcquireRequestState 	  	 Session details:  Session: Value=admin IP Address= ::1 Browser Platform+=WinNT Browser Major Version78 Browser Minor Version0 BrowserInfoBrowserInfo Chrome78.0Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36 Compare: Value=admin IP Address= ::1 Browser Platform+=WinNT Browser Major Version78 Browser Minor Version0 BrowserInfoBrowserInfo Chrome78.0Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36 	 
12/06/2019 11:40 AM 	 http://localhost:52194/Account/LogOut 	 InsiderTrading 	 MvcApplication 	 Application_AcquireRequestState 	  	 Cookies Details:  Cookies: Value=admin IP Address= ::1 Browser Platform+=WinNT Browser Major Version78 Browser Minor Version0 BrowserInfoBrowserInfo Chrome78.0Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36 Compare: Value=admin IP Address= ::1 Browser Platform+=WinNT Browser Major Version78 Browser Minor Version0 BrowserInfoBrowserInfo Chrome78.0Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36 	 
12/06/2019 11:40 AM 	 http://localhost:52194/Account/LogOut 	 InsiderTrading 	 MvcApplication 	 Application_AcquireRequestState 	  	 Cookie name __RequestVerificationToken 	 
12/06/2019 11:40 AM 	 http://localhost:52194/Account/LogOut 	 InsiderTrading 	 MvcApplication 	 Application_AcquireRequestState 	  	 Exception occurred Object reference not set to an instance of an object. 	 Exception Message - Object reference not set to an instance of an object. 	 Exception Trace - System.NullReferenceException: Object reference not set to an instance of an object.
   at InsiderTrading.Common.SessionManagement.BindCookiesSessions(LoginUserDetails loginUserDetails, Boolean IsNew, HttpRequest httpRequest, HttpResponse httpResponse, String sessionValue) in e:\MyESOPsReleases\10.0.1\Vigilante\Application\InsiderTrading\Common\Common.cs:line 2234
   at InsiderTrading.MvcApplication.Application_AcquireRequestState(Object sender, EventArgs e) in e:\MyESOPsReleases\10.0.1\Vigilante\Application\InsiderTrading\Global.asax.cs:line 667 	 
12/06/2019 11:40 AM 	 http://localhost:52194/Account/LogOut 	 InsiderTrading 	 MvcApplication 	 Application_AcquireRequestState 	  	 Exception - Clear session and Expired cookies 	 
12/06/2019 11:41 AM 	 http://localhost:52194/Account/LogOut 	 InsiderTrading 	 MvcApplication 	 Application_Error 	  	 Start method 	 
12/06/2019 11:41 AM 	 http://localhost:52194/Account/LogOut 	 InsiderTrading 	 MvcApplication 	 Application_Error 	  	 server exception  	 Exception Message - Unauthorized access 	 Exception Trace - System.Web.HttpException (0x80004005): Unauthorized access
   at InsiderTrading.MvcApplication.Application_AcquireRequestState(Object sender, EventArgs e) in e:\MyESOPsReleases\10.0.1\Vigilante\Application\InsiderTrading\Global.asax.cs:line 768
   at System.Web.HttpApplication.SyncEventExecutionStep.System.Web.HttpApplication.IExecutionStep.Execute()
   at System.Web.HttpApplication.ExecuteStep(IExecutionStep step, Boolean& completedSynchronously) 	 
12/06/2019 11:41 AM 	 http://localhost:52194/Account/LogOut 	 InsiderTrading 	 MvcApplication 	 Application_Error 	  	 exception status code return as 401 	 
12/06/2019 11:41 AM 	 http://localhost:52194/Account/LogOut 	 InsiderTrading 	 MvcApplication 	 Application_Error 	  	 End method 	 
12/06/2019 11:41 AM 	 http://localhost:52194/Account/LogOut 	 InsiderTrading 	 MvcApplication 	 Application_EndRequest 	  	 Start Method 	 
12/06/2019 11:41 AM 	 http://localhost:52194/Account/LogOut 	 InsiderTrading 	 MvcApplication 	 Application_EndRequest 	  	 Application path set for cookies  	 
12/06/2019 11:41 AM 	 http://localhost:52194/Account/LogOut 	 InsiderTrading 	 MvcApplication 	 Application_EndRequest 	  	 End Method 	 
12/06/2019 11:41 AM 	 http://localhost:52194/Account/LogOut 	 InsiderTrading 	 MvcApplication 	 Application_BeginRequest 	  	 Start Method 	 
12/06/2019 11:41 AM 	 http://localhost:52194/Account/LogOut 	 InsiderTrading 	 MvcApplication 	 Application_BeginRequest 	  	 End Method 	 
12/06/2019 11:41 AM 	 http://localhost:52194/Account/LogOut 	 InsiderTrading 	 MvcApplication 	 Application_AcquireRequestState 	  	 Start Method 	 
12/06/2019 11:41 AM 	 http://localhost:52194/Account/LogOut 	 InsiderTrading.Common 	 Common 	 getSystemConnectionString 	  	 GetSystemConnectionString method called  	 
12/06/2019 11:41 AM 	 http://localhost:52194/Account/LogOut 	 InsiderTrading.Common 	 Common 	 getSystemConnectionString 	  	 Before connection string  	 
12/06/2019 11:41 AM 	 http://localhost:52194/Account/LogOut 	 InsiderTrading.Common 	 Common 	 getSystemConnectionString 	  	 Before decrypt connection strng +IyWX8SJvfGsHIDM7C99UPVWmdpnIpoZi6o9Yxnb0/vCUpwhdF526YXZRa6/wjwF+4Y2gXKzDF5/VKcsdyT+EGnQr/Fi/Q3SY3IUji3HBaCvLl1wdyzYpWaavANfOD5QLT/ZBrN9FOrIZCcplnQSJImC3pvjbdMfoEUFD/i7S2pdJlnNuLJAq8fkZcyQ8ko7ffWdk/V9Mto= 	 
12/06/2019 11:41 AM 	 http://localhost:52194/Account/LogOut 	 InsiderTrading.Common 	 Common 	 getSystemConnectionString 	  	 After Connection string data source=P2FS-TS-01;initial catalog=Vigilante_Master;persist security info=True;User ID=AppUser;Password=@ppUser@123;MultipleActiveResultSets=True; 	 
12/06/2019 11:41 AM 	 http://localhost:52194/Account/LogOut 	 InsiderTrading 	 MvcApplication 	 Application_EndRequest 	  	 Start Method 	 
12/06/2019 11:41 AM 	 http://localhost:52194/Account/LogOut 	 InsiderTrading 	 MvcApplication 	 Application_EndRequest 	  	 Application path set for cookies  	 
12/06/2019 11:41 AM 	 http://localhost:52194/Account/LogOut 	 InsiderTrading 	 MvcApplication 	 Application_EndRequest 	  	 End Method 	 
12/06/2019 11:41 AM 	 http://localhost:52194/ 	 InsiderTrading 	 MvcApplication 	 Application_BeginRequest 	  	 Start Method 	 
12/06/2019 11:41 AM 	 http://localhost:52194/ 	 InsiderTrading 	 MvcApplication 	 Application_BeginRequest 	  	 End Method 	 
12/06/2019 11:41 AM 	 http://localhost:52194/ 	 InsiderTrading 	 MvcApplication 	 Application_AcquireRequestState 	  	 Start Method 	 
12/06/2019 11:41 AM 	 http://localhost:52194/ 	 InsiderTrading.Common 	 Common 	 getSystemConnectionString 	  	 GetSystemConnectionString method called  	 
12/06/2019 11:41 AM 	 http://localhost:52194/ 	 InsiderTrading.Common 	 Common 	 getSystemConnectionString 	  	 Before connection string  	 
12/06/2019 11:41 AM 	 http://localhost:52194/ 	 InsiderTrading.Common 	 Common 	 getSystemConnectionString 	  	 Before decrypt connection strng +IyWX8SJvfGsHIDM7C99UPVWmdpnIpoZi6o9Yxnb0/vCUpwhdF526YXZRa6/wjwF+4Y2gXKzDF5/VKcsdyT+EGnQr/Fi/Q3SY3IUji3HBaCvLl1wdyzYpWaavANfOD5QLT/ZBrN9FOrIZCcplnQSJImC3pvjbdMfoEUFD/i7S2pdJlnNuLJAq8fkZcyQ8ko7ffWdk/V9Mto= 	 
12/06/2019 11:41 AM 	 http://localhost:52194/ 	 InsiderTrading.Common 	 Common 	 getSystemConnectionString 	  	 After Connection string data source=P2FS-TS-01;initial catalog=Vigilante_Master;persist security info=True;User ID=AppUser;Password=@ppUser@123;MultipleActiveResultSets=True; 	 
12/06/2019 11:41 AM 	 http://localhost:52194/ 	 InsiderTrading 	 MvcApplication 	 Application_EndRequest 	  	 Start Method 	 
12/06/2019 11:41 AM 	 http://localhost:52194/ 	 InsiderTrading 	 MvcApplication 	 Application_EndRequest 	  	 End Method 	 
12/06/2019 11:41 AM 	 http://localhost:52194/__browserLink/requestData/2620151eb86f44a4b1eecd599245413d 	 InsiderTrading 	 MvcApplication 	 Application_BeginRequest 	  	 Start Method 	 
12/06/2019 11:41 AM 	 http://localhost:52194/__browserLink/requestData/2620151eb86f44a4b1eecd599245413d 	 InsiderTrading 	 MvcApplication 	 Application_BeginRequest 	  	 End Method 	 
12/06/2019 11:41 AM 	 http://localhost:52194/__browserLink/requestData/2620151eb86f44a4b1eecd599245413d 	 InsiderTrading 	 MvcApplication 	 Application_AcquireRequestState 	  	 Start Method 	 
12/06/2019 11:41 AM 	 http://localhost:52194/__browserLink/requestData/2620151eb86f44a4b1eecd599245413d 	 InsiderTrading 	 MvcApplication 	 Application_EndRequest 	  	 Start Method 	 
12/06/2019 11:41 AM 	 http://localhost:52194/__browserLink/requestData/2620151eb86f44a4b1eecd599245413d 	 InsiderTrading 	 MvcApplication 	 Application_EndRequest 	  	 End Method 	 
12/06/2019 11:41 AM 	 http://localhost:52194/ 	 InsiderTrading 	 MvcApplication 	 Application_BeginRequest 	  	 Start Method 	 
12/06/2019 11:41 AM 	 http://localhost:52194/ 	 InsiderTrading 	 MvcApplication 	 Application_BeginRequest 	  	 End Method 	 
12/06/2019 11:41 AM 	 http://localhost:52194/ 	 InsiderTrading 	 MvcApplication 	 Application_AcquireRequestState 	  	 Start Method 	 
12/06/2019 11:41 AM 	 http://localhost:52194/ 	 InsiderTrading.Controllers 	 <Login>d__c 	 MoveNext 	  	 Start Method 	 
12/06/2019 11:41 AM 	 http://localhost:52194/ 	 InsiderTrading.Common 	 Common 	 getSystemConnectionString 	  	 GetSystemConnectionString method called  	 
12/06/2019 11:41 AM 	 http://localhost:52194/ 	 InsiderTrading.Common 	 Common 	 getSystemConnectionString 	  	 Before connection string  	 
